@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute exclamation_marks numeric
@attribute question_marks numeric
@attribute dot_marks numeric
@attribute word_count numeric
@attribute happy_emoji numeric
@attribute angry_emoji numeric
@attribute dcs_list_score numeric
@attribute positive_list numeric
@attribute negative_list numeric
@attribute posemo_list numeric
@attribute negemo_list numeric
@data
neutral,0,0,4,22,0,0,0.05,1,0,0,0
objective,0,0,4,25,0,0,-0.25,3,1,0,0
negative,0,0,3,11,0,0,0.01,2,0,0,0
objective,0,0,1,10,0,0,-0.59,0,0,0,0
positive,0,0,14,27,0,0,-0.86,1,1,1,1
negative,0,0,1,26,0,0,-2.57,0,1,0,0
neutral,0,0,0,11,0,0,0.07,1,0,1,1
neutral,0,0,3,23,0,0,-0.94,1,2,0,0
objective,0,0,0,20,0,0,-0.04,0,0,0,0
objective,0,0,3,25,0,0,-2.58,1,1,0,0
positive,2,0,0,23,1,0,-0.57,1,1,1,1
positive,2,0,0,25,0,0,0.07,4,1,4,4
neutral,0,0,2,25,0,0,-0.58,1,2,0,0
neutral,0,0,4,23,0,0,-1.14,0,0,1,1
positive,0,0,0,20,0,0,-0.98,2,3,1,1
negative,0,0,3,24,0,0,-2.30,1,0,0,0
objective,0,0,4,24,0,0,-0.95,1,1,2,2
neutral,0,2,0,13,0,0,-1.00,0,0,0,0
negative,1,0,0,10,0,0,-0.87,1,0,0,0
neutral,3,0,1,17,0,0,-0.60,0,0,0,0
objective,0,0,0,12,0,0,-0.76,0,0,0,0
positive,0,0,1,22,0,0,-1.03,1,0,1,1
positive,0,0,1,16,0,0,-1.27,2,0,2,2
neutral,0,1,0,17,0,0,-0.40,1,0,1,1
positive,0,0,2,15,0,0,-1.07,0,0,0,0
negative,0,0,3,25,0,0,-0.66,0,1,1,1
negative,0,0,0,11,0,0,-1.87,0,1,1,1
objective,1,0,1,21,0,0,-2.53,0,2,0,0
positive,0,0,5,19,0,0,-0.19,0,0,0,0
positive,0,0,0,14,0,0,-0.06,4,1,2,2
positive,0,1,1,18,0,0,0.30,0,0,2,2
neutral,0,0,4,24,0,0,-1.34,0,3,0,0
objective,0,3,0,11,0,0,-0.02,1,1,0,0
positive,1,0,2,24,0,0,-0.30,0,1,0,0
neutral,0,0,0,22,0,0,-0.59,1,0,1,1
neutral,0,0,0,20,0,0,-0.60,2,0,0,0
objective,0,0,1,22,0,0,-0.17,3,2,0,0
positive,0,0,2,23,0,0,-1.11,1,1,1,1
objective,1,0,2,22,0,0,-0.19,0,0,0,0
neutral,0,0,5,26,0,0,-2.14,0,2,0,0
negative,0,0,1,25,0,0,0.61,0,2,1,1
objective,1,0,1,21,0,0,-1.00,2,1,0,0
objective,0,2,3,17,0,0,-0.96,1,0,0,0
neutral,1,0,3,27,0,0,-1.82,3,2,2,2
negative,0,0,0,15,0,0,0.04,0,1,0,0
neutral,0,0,3,21,0,0,-1.53,1,2,1,1
positive,0,1,6,21,0,0,-1.89,0,1,0,0
positive,1,0,0,19,1,0,-0.40,2,1,1,1
negative,0,0,0,18,0,0,0.52,0,3,0,0
objective,0,0,4,21,0,0,-0.41,1,0,0,0
objective,0,0,0,18,0,0,-0.71,0,0,0,0
negative,0,0,1,14,0,0,-0.01,2,0,1,1
positive,2,0,3,28,0,0,-0.80,2,0,2,2
objective,0,0,4,22,0,0,-2.32,1,2,1,1
positive,1,0,1,26,0,0,0.50,2,0,1,1
positive,2,0,4,15,0,0,-0.02,3,0,3,3
negative,0,0,3,24,0,0,-0.94,2,2,0,0
neutral,0,1,0,3,0,0,0.37,0,0,0,0
positive,0,0,4,21,0,0,0.92,4,0,2,2
neutral,1,0,0,16,0,0,-0.96,0,1,0,0
positive,1,0,5,22,0,0,0.67,1,1,4,4
positive,0,1,1,23,0,0,-1.77,1,1,1,1
positive,0,0,1,25,0,0,-0.28,2,1,2,2
positive,0,0,0,18,1,0,-1.54,0,0,0,0
positive,0,0,1,20,0,0,0.10,1,3,0,0
neutral,0,1,4,22,0,0,-1.57,0,2,0,0
positive,0,0,2,22,0,0,-0.52,2,2,1,1
objective,0,0,3,26,1,0,-1.51,2,1,0,0
neutral,0,0,1,16,0,0,-1.40,0,0,0,0
objective,0,0,5,23,0,0,-0.32,2,0,0,0
positive,0,0,1,19,0,0,0.19,3,2,2,2
negative,3,0,0,23,0,0,0.86,4,1,2,2
negative,0,0,0,19,0,0,-0.39,1,2,0,0
objective,0,0,1,18,0,0,-1.33,0,1,0,0
neutral,1,0,2,26,0,0,-1.36,1,1,2,2
objective,0,0,3,19,0,0,1.14,2,2,0,0
negative,0,0,1,18,0,0,-0.80,1,0,1,1
negative,0,0,1,18,0,0,-0.79,2,0,1,1
negative,0,0,1,23,0,0,-2.28,3,0,2,2
neutral,0,0,1,19,0,0,-0.65,2,1,0,0
objective,0,0,1,20,0,0,3.08,3,1,1,1
neutral,0,0,2,26,0,0,-1.67,1,1,0,0
negative,0,0,2,15,0,0,-0.92,0,1,0,0
positive,1,0,4,19,0,0,-0.63,1,0,1,1
negative,1,0,0,14,0,0,-0.76,0,0,0,0
objective,0,0,1,17,0,0,-1.46,1,0,0,0
negative,0,0,1,23,0,0,-1.60,2,1,0,0
negative,0,0,3,28,0,0,-0.74,2,1,0,0
positive,2,0,1,17,1,0,-0.04,4,3,2,2
positive,0,1,1,24,0,0,-0.07,1,0,0,0
objective,0,0,4,18,0,0,-0.98,2,0,1,1
positive,0,0,0,13,0,0,-0.74,1,1,0,0
positive,0,0,2,24,0,0,-1.05,1,2,2,2
positive,1,0,0,19,1,0,0.19,1,0,1,1
positive,6,0,3,26,0,0,-0.18,3,0,4,4
positive,0,0,2,12,0,0,-0.06,1,0,1,1
positive,0,0,2,30,0,0,-0.21,4,3,2,2
positive,0,0,2,8,0,0,-0.00,1,0,1,1
objective,0,0,0,14,0,0,-1.01,1,0,1,1
negative,0,0,0,18,0,0,-0.53,0,0,0,0
positive,1,0,0,18,0,0,-0.45,2,1,1,1
negative,0,0,3,8,0,0,-0.67,1,0,0,0
positive,0,0,10,23,0,0,-0.07,2,0,2,2
positive,0,0,3,22,0,0,-0.38,3,2,1,1
objective,0,0,3,26,0,0,-0.86,1,0,1,1
negative,0,0,0,25,0,0,-0.48,1,0,2,2
neutral,0,0,4,23,0,0,-1.09,1,2,0,0
objective,0,0,3,25,0,0,-1.86,3,2,2,2
positive,0,0,4,20,0,0,-0.25,1,0,1,1
positive,0,0,6,26,0,0,-2.20,0,1,0,0
positive,0,0,1,31,0,0,-1.01,3,0,3,3
neutral,0,1,1,20,0,0,-0.38,0,0,0,0
positive,0,0,0,22,0,0,-2.29,3,1,3,3
negative,0,2,5,22,0,0,-0.82,0,0,1,1
positive,0,0,2,22,0,0,-1.55,0,0,1,1
neutral,0,0,4,23,0,0,-0.10,3,2,1,1
neutral,0,0,6,26,0,0,-1.74,2,0,1,1
negative,1,0,0,20,0,0,-0.88,0,0,1,1
positive,0,0,0,13,0,0,-0.67,1,0,1,1
positive,0,0,0,21,0,0,0.71,2,4,2,2
positive,0,0,1,23,0,0,-1.31,2,0,2,2
neutral,2,0,4,25,0,0,-3.62,3,1,1,1
objective,1,0,6,22,0,0,-1.77,0,1,0,0
negative,0,0,2,22,0,0,0.96,1,2,1,1
objective,0,1,2,24,0,0,-1.67,1,0,0,0
positive,0,0,0,18,1,0,-0.35,2,1,1,1
objective,0,0,0,7,0,0,-0.58,0,0,0,0
objective,0,1,1,23,0,0,-0.59,2,1,0,0
objective,0,0,1,12,0,0,-0.65,0,0,0,0
positive,0,0,4,20,0,0,-1.02,2,0,1,1
neutral,0,1,1,22,0,0,-1.36,2,3,1,1
neutral,0,0,4,26,0,0,-1.33,1,3,0,0
positive,0,1,0,27,0,0,-0.26,3,2,1,1
negative,0,0,1,19,0,0,-0.88,4,1,0,0
neutral,0,1,1,8,0,0,-0.33,1,0,0,0
positive,1,1,0,25,1,0,-0.96,1,2,3,3
positive,0,0,2,25,0,0,-0.23,2,2,1,1
neutral,0,0,6,21,0,0,0.16,1,0,1,1
positive,0,0,1,18,2,0,-0.30,0,1,0,0
positive,0,0,1,24,0,0,-1.85,2,2,2,2
neutral,2,0,0,10,0,0,-0.29,1,0,0,0
positive,0,0,1,12,0,0,-0.06,1,0,1,1
positive,1,0,1,15,0,0,-0.61,1,0,1,1
neutral,4,0,0,24,1,0,-1.05,1,1,0,0
neutral,0,0,2,25,0,0,-0.58,0,1,0,0
positive,0,0,4,35,0,0,2.86,2,5,2,2
objective,0,0,4,25,0,0,-1.34,2,0,0,0
objective,2,0,0,17,0,0,-1.33,2,1,1,1
positive,0,0,4,22,0,0,0.27,2,2,1,1
positive,1,1,1,20,1,0,-0.94,1,0,0,0
neutral,0,0,5,22,1,0,-0.75,3,0,1,1
neutral,0,0,2,26,0,0,-2.01,2,1,2,2
negative,0,0,3,25,0,0,-0.82,1,1,0,0
neutral,0,0,0,21,0,0,0.01,2,0,1,1
positive,0,0,3,24,0,0,-1.01,1,1,1,1
positive,0,0,4,25,0,0,-0.29,7,0,5,5
neutral,1,0,5,27,0,0,-1.15,1,1,0,0
positive,2,0,0,25,0,0,-1.13,1,0,1,1
positive,3,0,0,21,0,0,-0.51,3,2,4,4
positive,0,0,4,24,0,0,-0.76,0,0,1,1
neutral,0,0,1,24,0,0,-2.05,2,1,1,1
neutral,0,0,4,26,0,0,-0.74,1,1,0,0
neutral,1,0,4,23,0,0,-1.86,1,1,1,1
negative,2,0,1,23,0,0,-1.37,0,1,0,0
positive,1,0,7,27,0,0,0.89,3,1,3,3
neutral,0,0,4,23,0,0,-1.17,1,1,1,1
positive,0,0,3,13,0,0,-0.96,2,0,2,2
positive,0,0,0,10,0,0,-0.06,0,0,1,1
neutral,0,1,0,24,0,0,-1.77,0,1,0,0
neutral,1,1,1,19,0,0,-0.63,2,1,0,0
positive,0,0,1,16,0,0,-0.55,1,0,1,1
neutral,0,0,0,24,0,0,-0.55,2,0,0,0
neutral,0,0,2,21,0,0,-0.92,1,0,1,1
positive,0,0,4,23,0,0,-1.06,2,1,1,1
positive,0,0,2,23,0,0,-1.21,3,2,4,4
objective,1,0,0,20,0,0,-0.66,2,1,1,1
objective,0,0,1,20,0,0,-0.35,0,1,1,1
neutral,0,0,4,23,0,0,-1.62,0,1,0,0
positive,2,1,2,25,0,0,0.03,1,1,3,3
objective,0,0,1,18,0,0,-0.40,1,0,0,0
positive,0,0,0,15,0,0,-1.18,1,0,1,1
positive,0,0,2,35,0,0,-0.03,2,1,4,4
negative,0,1,2,29,0,0,-1.56,1,2,0,0
positive,1,1,0,29,1,0,-0.86,2,1,0,0
objective,0,0,1,25,0,0,-1.37,2,2,0,0
positive,4,0,0,22,0,0,-0.99,3,0,3,3
objective,0,0,3,22,0,0,-0.77,1,0,0,0
positive,0,0,2,18,0,0,-0.98,1,0,1,1
objective,0,0,1,19,0,0,-0.18,0,1,1,1
positive,0,2,0,23,1,0,-0.01,3,1,1,1
positive,0,0,3,20,0,0,-0.99,0,1,0,0
objective,0,0,1,21,0,0,-2.09,0,1,0,0
positive,3,0,0,24,0,0,-1.25,3,1,4,4
neutral,1,0,3,21,0,0,-1.09,0,0,1,1
objective,2,0,3,22,0,0,-0.44,0,1,0,0
neutral,0,0,0,9,0,0,-0.40,1,0,1,1
positive,2,0,2,20,0,0,-0.20,2,0,3,3
positive,0,0,4,24,0,0,-0.66,1,0,1,1
positive,1,0,2,24,0,0,-0.37,4,1,3,3
neutral,1,0,1,21,0,0,-1.38,1,1,1,1
positive,0,0,14,16,0,0,-0.26,1,0,1,1
positive,0,0,0,3,0,0,0.00,0,0,0,0
positive,3,0,0,18,0,0,-1.33,0,0,1,1
positive,0,0,1,20,0,0,-1.92,0,2,0,0
positive,1,0,4,34,0,0,-0.27,6,3,2,2
neutral,0,0,4,23,0,0,-2.98,0,1,0,0
neutral,0,1,4,27,0,0,-1.14,0,0,2,2
positive,4,0,2,29,0,0,-1.18,2,3,1,1
positive,1,0,2,20,0,0,-1.53,1,2,2,2
positive,0,0,1,12,0,0,0.56,2,0,2,2
neutral,0,0,4,24,0,0,-0.18,0,0,0,0
neutral,0,0,1,9,0,0,0.33,0,0,1,1
negative,0,0,4,25,0,0,-0.59,0,0,0,0
positive,7,0,0,25,0,0,-1.22,5,2,4,4
neutral,1,0,0,23,0,0,-0.83,1,2,0,0
objective,0,0,6,24,0,0,-0.51,0,1,0,0
positive,0,0,2,21,0,0,-1.64,0,0,0,0
positive,0,0,4,26,0,0,-1.31,2,1,1,1
negative,0,0,2,11,0,0,-1.01,1,1,0,0
positive,2,0,1,23,0,0,0.43,3,1,3,3
positive,1,0,0,12,0,0,-0.98,0,2,1,1
neutral,1,0,3,18,0,0,-1.09,0,0,1,1
positive,1,0,0,12,0,0,-0.30,0,0,1,1
positive,1,1,0,8,0,0,-0.14,1,0,1,1
negative,0,0,3,25,0,0,-1.49,1,1,0,0
neutral,0,1,2,16,0,0,-1.29,0,0,1,1
negative,0,0,2,30,0,0,-0.37,3,1,3,3
positive,0,0,2,26,0,0,-2.03,2,2,1,1
positive,0,0,2,25,0,0,-1.66,0,1,0,0
negative,0,0,2,21,0,0,0.79,3,1,1,1
positive,1,1,0,28,0,0,0.87,2,0,2,2
positive,0,1,1,22,0,0,0.47,2,2,1,1
positive,0,0,1,23,1,0,-0.42,2,0,2,2
positive,2,0,2,19,0,0,-1.61,1,1,2,2
neutral,0,0,3,21,0,0,-1.27,2,3,0,0
positive,22,0,0,22,0,0,-0.73,2,0,1,1
objective,0,0,1,22,0,0,-1.93,0,0,0,0
neutral,0,0,4,22,0,0,-0.24,0,2,0,0
objective,0,0,2,25,0,0,-0.81,0,0,0,0
positive,2,0,1,20,0,0,-1.34,1,1,2,2
positive,2,0,0,10,0,0,-0.32,0,0,0,0
positive,0,0,0,24,0,0,-1.24,0,1,1,1
objective,0,0,3,26,0,0,0.19,1,1,0,0
neutral,0,0,4,14,0,0,-1.68,0,1,1,1
positive,0,0,5,29,0,0,0.80,3,1,4,4
positive,6,0,0,15,0,0,0.28,2,1,2,2
positive,2,0,0,11,1,0,-0.42,1,0,1,1
positive,0,0,3,25,0,0,-0.70,1,1,1,1
objective,0,0,7,26,0,0,-1.42,0,1,0,0
neutral,0,0,5,27,1,0,-2.53,1,1,0,0
positive,1,0,2,20,0,0,0.27,0,0,0,0
neutral,0,0,1,21,0,0,-0.69,0,0,0,0
positive,0,0,3,26,0,0,-1.56,2,0,0,0
neutral,3,0,0,15,0,0,-0.59,1,0,0,0
positive,0,1,0,15,0,0,-0.66,1,0,1,1
negative,0,0,7,23,0,0,-0.16,3,0,1,1
positive,0,1,0,28,0,0,-1.43,1,1,1,1
positive,0,1,1,11,0,0,0.34,1,0,1,1
positive,0,0,2,18,0,0,-1.67,0,0,0,0
positive,1,0,1,21,0,0,-0.94,1,0,1,1
neutral,0,1,1,22,0,0,-0.33,2,0,0,0
positive,2,0,0,14,0,0,-0.76,2,1,1,1
objective,0,0,0,25,0,0,-2.08,1,2,1,1
neutral,0,0,6,27,0,0,-0.48,4,2,1,1
negative,1,0,3,8,0,0,-1.00,0,0,0,0
positive,0,0,1,12,0,0,0.33,0,0,0,0
neutral,0,0,0,20,0,0,-1.41,0,0,0,0
positive,0,0,1,18,0,0,-0.18,1,1,1,1
objective,0,0,4,25,0,0,-1.06,0,2,0,0
positive,1,0,1,21,0,0,-1.00,2,1,1,1
neutral,3,0,0,16,0,0,-0.33,0,2,0,0
positive,1,0,0,17,0,0,-0.24,1,0,1,1
objective,0,0,6,35,0,0,-3.00,3,0,2,2
objective,1,0,4,24,0,0,-0.64,0,0,0,0
positive,1,0,0,18,0,0,-1.72,2,0,1,1
neutral,0,0,1,26,0,0,-1.12,2,3,5,5
neutral,1,0,5,13,0,0,-0.13,1,1,1,1
neutral,1,1,0,18,0,0,0.24,0,0,0,0
negative,0,0,1,22,0,0,-2.07,1,4,1,1
positive,0,0,0,16,0,0,-1.66,1,1,0,0
neutral,0,0,7,10,0,0,-1.00,1,1,1,1
positive,0,0,0,21,0,0,-0.49,1,0,1,1
positive,5,0,2,24,0,0,-1.49,3,1,2,2
neutral,0,0,0,21,0,0,-1.74,0,0,0,0
neutral,0,0,4,26,0,0,-2.11,1,1,1,1
neutral,1,0,3,25,0,0,-2.27,3,4,1,1
negative,0,0,1,13,0,0,-0.96,1,1,0,0
positive,1,0,3,35,0,0,-1.58,0,0,1,1
neutral,0,0,5,25,0,0,-0.77,2,2,0,0
objective,0,0,4,25,0,0,-0.72,1,2,1,1
positive,5,0,2,21,2,0,-0.87,0,1,0,0
objective,0,0,4,25,0,0,-0.84,1,0,0,0
positive,0,0,4,22,0,0,-0.84,1,0,2,2
objective,0,0,1,16,0,0,-0.89,5,7,0,0
objective,0,0,0,22,0,0,-0.62,2,0,0,0
objective,0,0,1,13,0,0,-1.00,0,0,0,0
positive,1,0,0,10,0,0,-0.54,1,0,1,1
objective,0,0,0,5,0,0,0.00,0,0,0,0
neutral,0,0,4,22,0,0,-0.41,2,1,0,0
neutral,0,0,2,11,0,0,-0.28,1,0,0,0
objective,0,0,1,19,0,0,-1.19,1,0,1,1
objective,0,0,2,15,0,0,-0.84,0,0,0,0
positive,0,0,2,27,0,0,-0.62,3,0,2,2
positive,3,0,1,26,0,0,-0.63,4,3,3,3
neutral,0,0,1,14,0,0,0.38,0,0,0,0
negative,0,1,5,23,0,0,-0.18,1,0,0,0
positive,2,0,0,26,0,0,-1.26,2,1,1,1
objective,0,0,4,13,0,0,0.18,0,1,0,0
positive,0,0,5,23,0,0,-1.01,1,0,0,0
neutral,0,0,4,23,0,0,-1.09,0,3,0,0
positive,0,0,4,23,0,0,0.40,0,0,3,3
negative,0,0,0,25,0,0,-0.94,3,2,1,1
positive,1,0,1,21,0,0,-0.52,1,0,1,1
negative,0,0,3,21,0,0,-0.51,1,0,1,1
positive,0,0,0,27,1,0,-0.65,0,0,1,1
positive,0,0,1,15,0,0,-1.75,2,0,1,1
positive,0,0,1,27,0,0,-0.06,4,3,2,2
objective,0,1,0,6,0,0,0.00,0,0,0,0
neutral,0,0,2,23,0,0,-1.07,2,2,0,0
neutral,0,0,5,17,0,0,-0.37,1,2,0,0
positive,0,0,1,24,0,0,-0.41,3,1,2,2
negative,0,0,3,17,0,0,-1.20,0,0,0,0
negative,0,0,0,16,0,0,-0.89,0,0,0,0
positive,7,0,1,22,0,0,-1.33,1,1,0,0
objective,0,0,5,25,0,0,0.62,1,3,0,0
positive,4,0,0,24,0,0,-0.40,4,0,1,1
neutral,0,0,3,26,0,0,-2.34,2,1,1,1
positive,0,0,1,21,0,0,-1.94,2,0,2,2
positive,1,0,3,22,0,0,-0.34,3,0,2,2
negative,0,1,4,37,0,0,-1.92,0,2,2,2
negative,0,0,0,16,0,0,-0.34,0,1,1,1
negative,0,0,1,22,0,0,-1.70,1,1,0,0
objective,0,0,1,6,0,0,-0.01,0,0,0,0
neutral,0,0,0,9,0,0,-0.02,0,1,1,1
neutral,0,0,0,24,0,0,-0.72,2,1,2,2
positive,1,0,3,27,0,0,-1.23,3,1,2,2
neutral,10,0,0,15,0,0,0.28,1,1,0,0
negative,0,0,2,24,0,0,-1.69,0,0,2,2
neutral,0,0,0,10,0,0,-0.11,0,0,0,0
negative,0,0,2,24,0,0,-2.04,1,1,1,1
positive,0,3,1,18,0,0,-0.62,0,0,0,0
objective,0,0,0,11,0,0,0.87,2,2,0,0
negative,0,0,1,23,0,0,-0.70,0,2,0,0
negative,0,0,2,20,0,0,0.39,2,1,2,2
neutral,0,0,6,24,0,0,-0.38,0,1,1,1
neutral,0,0,5,27,0,0,-2.91,1,0,0,0
positive,0,1,1,16,0,0,-0.25,1,1,2,2
objective,1,0,4,21,0,0,-1.40,0,0,0,0
neutral,0,1,4,26,0,0,-0.30,0,0,0,0
positive,1,0,0,30,0,0,-1.04,4,2,2,2
neutral,0,0,0,16,0,0,-1.19,1,0,1,1
positive,1,0,3,25,0,0,0.69,7,3,1,1
objective,0,0,2,26,0,0,-2.02,0,0,0,0
positive,1,1,4,31,1,0,-1.32,1,0,2,2
positive,1,0,2,19,0,0,-0.22,2,0,2,2
positive,3,0,3,24,0,0,-0.87,1,1,0,0
positive,0,0,1,19,0,0,0.04,2,1,2,2
positive,1,0,1,19,0,0,0.01,1,0,2,2
objective,0,0,3,25,0,0,-0.65,1,0,0,0
positive,0,0,4,22,1,0,-1.21,4,2,3,3
positive,0,0,1,27,0,0,-1.14,1,1,2,2
negative,0,0,1,23,0,0,1.05,1,0,0,0
positive,2,1,1,26,1,0,-1.14,3,0,3,3
objective,0,0,4,23,0,0,-0.14,0,1,0,0
neutral,0,0,2,26,0,0,-0.83,2,1,0,0
positive,0,0,2,24,0,0,-1.63,2,1,0,0
neutral,0,1,2,22,0,0,-1.16,2,1,2,2
positive,1,1,1,25,0,0,-2.02,3,4,1,1
neutral,0,0,1,25,0,0,-1.30,3,1,1,1
positive,6,0,0,14,0,0,0.28,2,1,2,2
neutral,1,0,4,27,0,0,-1.40,4,1,1,1
negative,0,0,1,2,0,0,0.00,0,0,0,0
neutral,0,0,1,23,0,0,-0.70,2,2,0,0
positive,1,0,2,25,1,0,-1.57,2,1,1,1
positive,0,0,0,5,0,0,0.31,0,0,0,0
positive,0,0,5,13,0,0,-1.03,0,0,0,0
negative,0,0,1,26,0,0,-1.21,1,1,0,0
positive,0,0,4,26,0,0,-1.33,3,0,2,2
neutral,0,0,1,19,0,0,-0.49,0,0,1,1
positive,4,0,1,24,0,0,-0.80,1,0,1,1
neutral,0,0,0,18,0,0,-1.32,2,0,1,1
positive,0,0,1,22,0,0,-0.48,1,0,0,0
negative,0,0,1,28,0,0,-1.14,1,1,1,1
neutral,0,0,2,18,0,0,-1.42,2,0,0,0
positive,1,0,6,19,0,0,-0.69,2,1,3,3
neutral,0,0,1,27,0,0,-1.84,1,2,0,0
neutral,0,0,4,21,0,0,-0.24,2,0,1,1
positive,1,0,0,26,1,0,-1.09,2,1,1,1
neutral,0,0,2,16,0,0,-0.60,1,1,1,1
positive,3,0,0,15,0,0,0.39,1,1,1,1
objective,0,0,1,13,0,0,-0.81,0,1,0,0
positive,0,0,4,22,0,0,0.48,4,1,4,4
objective,2,0,4,22,0,0,-1.49,0,0,0,0
neutral,0,0,4,20,0,0,-0.41,2,1,0,0
positive,0,0,1,21,0,0,0.08,1,0,1,1
objective,0,0,1,9,0,0,0.03,2,1,0,0
neutral,1,0,5,23,0,0,-1.59,1,1,0,0
neutral,0,0,4,23,0,0,-1.27,1,1,1,1
neutral,0,0,2,8,0,0,-0.66,1,0,0,0
neutral,0,0,4,25,0,0,-1.37,3,1,0,0
neutral,0,1,2,19,0,0,-0.70,1,1,0,0
positive,1,0,0,27,0,0,-1.98,2,1,2,2
positive,2,0,5,21,0,0,0.21,2,1,1,1
neutral,0,0,0,15,0,0,-0.12,0,1,1,1
neutral,0,0,3,23,0,0,-1.17,1,1,1,1
objective,0,0,1,19,0,0,-1.33,0,0,0,0
objective,0,0,4,25,0,0,-1.31,0,1,0,0
positive,1,0,2,20,1,0,-0.60,1,2,1,1
positive,0,0,1,19,0,0,-0.90,2,1,1,1
positive,5,0,1,23,0,0,-0.58,2,0,1,1
positive,0,0,1,23,0,0,0.01,1,2,1,1
neutral,0,0,3,36,0,0,-2.12,1,1,0,0
negative,4,0,0,15,0,0,-0.87,1,2,0,0
negative,0,0,1,25,0,0,-0.38,1,3,2,2
neutral,0,1,1,17,0,0,-0.23,1,2,0,0
objective,1,0,1,22,0,0,-1.90,0,0,0,0
neutral,0,0,0,19,0,0,0.29,0,0,0,0
neutral,0,0,4,20,1,0,-0.36,0,0,1,1
negative,0,0,0,15,0,0,-1.22,0,1,0,0
neutral,0,0,2,28,0,0,-2.56,6,4,1,1
neutral,0,1,1,18,0,0,-0.76,0,0,1,1
objective,2,0,4,30,0,0,-1.09,2,2,0,0
positive,6,0,3,14,1,0,-0.46,0,0,1,1
neutral,0,1,4,26,0,0,0.25,2,1,1,1
positive,0,0,1,20,0,0,-1.55,2,1,2,2
positive,0,0,3,24,0,0,-1.38,1,2,1,1
positive,0,0,4,24,0,0,-1.58,1,0,2,2
positive,0,0,2,27,0,0,-2.15,1,0,1,1
positive,0,0,5,31,0,0,-0.00,16,17,0,0
neutral,0,0,2,14,0,0,-0.94,1,0,1,1
neutral,1,0,2,25,1,0,-0.37,1,0,0,0
neutral,0,1,2,17,0,0,0.59,1,0,2,2
neutral,0,1,5,23,0,0,-1.19,2,1,1,1
negative,0,0,1,16,0,0,0.01,0,3,0,0
objective,0,0,2,26,0,0,-1.50,0,0,0,0
positive,1,0,0,23,0,0,-0.54,2,3,1,1
positive,1,0,3,24,0,0,-2.84,2,1,3,3
neutral,0,0,3,25,0,0,-1.12,0,2,0,0
neutral,3,3,0,30,0,0,-1.02,0,0,0,0
neutral,0,0,1,24,0,0,-0.74,1,1,1,1
neutral,11,3,0,21,0,0,-0.61,0,0,0,0
positive,0,0,3,28,0,0,-1.04,1,0,2,2
positive,0,0,1,19,0,0,-1.00,1,0,1,1
positive,2,0,0,17,0,0,-0.97,2,0,1,1
positive,2,0,0,17,0,0,-1.00,0,1,0,0
negative,0,1,0,27,0,0,-0.97,1,4,0,0
positive,0,1,3,27,0,0,-1.43,2,0,1,1
objective,0,1,7,39,0,0,-0.67,2,4,0,0
neutral,0,0,3,19,0,0,-1.93,0,0,0,0
positive,2,0,0,17,0,0,-1.29,1,1,0,0
neutral,0,1,4,22,0,0,0.37,1,1,1,1
positive,3,0,2,25,1,0,-0.89,2,2,3,3
positive,0,0,2,24,0,0,-2.08,2,0,1,1
objective,0,0,3,24,0,0,-1.51,2,2,0,0
positive,1,0,3,26,0,0,0.63,0,3,0,0
negative,0,0,7,14,0,0,0.93,0,0,1,1
positive,0,0,2,20,0,0,-1.65,1,1,0,0
objective,1,0,4,22,0,0,-1.12,2,0,0,0
objective,0,1,4,16,0,0,-1.43,1,2,1,1
positive,3,0,0,5,0,0,0.33,1,0,1,1
positive,0,0,1,19,0,0,-0.92,1,0,0,0
positive,0,1,0,11,0,0,-0.03,0,1,1,1
negative,0,0,2,24,0,0,-1.47,2,3,0,0
neutral,0,0,4,20,0,0,-0.81,1,1,0,0
positive,0,0,3,17,0,0,0.31,1,1,0,0
positive,0,0,0,25,1,0,0.30,2,0,3,3
objective,0,0,2,18,0,0,-1.14,2,1,0,0
objective,0,0,5,25,0,0,0.88,0,0,1,1
neutral,0,0,2,18,0,0,-1.00,1,0,2,2
objective,0,0,2,12,0,0,-1.57,0,0,0,0
positive,0,0,1,20,0,0,-1.40,3,0,1,1
positive,1,0,3,22,2,0,0.88,3,0,4,4
neutral,0,0,2,17,0,0,-0.41,4,3,0,0
positive,0,0,1,23,0,0,-1.38,4,6,3,3
neutral,0,1,0,6,0,0,-0.65,1,0,0,0
negative,0,0,2,25,0,0,0.92,2,1,3,3
neutral,0,0,4,21,0,0,-1.54,0,0,0,0
objective,0,0,6,23,0,0,-0.03,0,1,0,0
positive,0,0,4,22,0,0,0.01,1,2,1,1
positive,10,0,0,13,0,0,-1.12,1,0,1,1
positive,1,0,1,24,0,0,-0.82,3,1,1,1
negative,0,0,5,14,0,0,0.27,0,0,1,1
positive,0,0,5,16,0,0,0.51,3,0,3,3
neutral,0,0,7,18,0,0,-0.76,1,2,1,1
negative,0,0,2,26,1,0,-1.27,2,0,1,1
positive,0,0,1,21,0,0,-2.32,3,1,2,2
neutral,0,0,2,25,0,0,-2.35,0,0,0,0
neutral,0,1,0,11,0,0,0.00,0,0,0,0
neutral,3,3,0,29,0,0,-1.14,3,2,1,1
neutral,0,0,2,24,0,0,-1.35,2,0,1,1
positive,0,0,1,27,0,0,-0.61,1,2,0,0
